frequency_cycles_per_day,period_days,amplitude
0.0,inf,1.2376256667952565e-14
0.00819672131147541,122.0,4.5672200005197645
0.01639344262295082,61.0,0.4064848421248765
0.02459016393442623,40.666666666666664,2.869723396937253
0.03278688524590164,30.5,4.456412422426199
0.04098360655737705,24.4,8.499039887323791
0.04918032786885246,20.333333333333332,2.124862053774871
0.05737704918032787,17.428571428571427,4.940155133080753
0.06557377049180328,15.25,6.797408008126291
0.07377049180327869,13.555555555555555,5.614601376023908
0.0819672131147541,12.2,8.507977828235473
0.09016393442622951,11.09090909090909,4.135894299877759
0.09836065573770492,10.166666666666666,6.1755639062954835
0.10655737704918034,9.384615384615383,6.383492232134458
0.11475409836065574,8.714285714285714,7.743860493463957
0.12295081967213116,8.133333333333333,4.244593013099993
0.13114754098360656,7.625,3.5085770187089214
0.13934426229508198,7.1764705882352935,4.8450444756164215
0.14754098360655737,6.777777777777778,5.25184370244278
0.1557377049180328,6.421052631578947,1.4444988784762385
0.1639344262295082,6.1,1.6516954450341828
0.1721311475409836,5.809523809523809,1.824366733409786
0.18032786885245902,5.545454545454545,1.9620350587179962
0.18852459016393444,5.304347826086956,2.6183325883541517
0.19672131147540983,5.083333333333333,2.9715497669088435
0.20491803278688525,4.88,2.1747807276112385
0.21311475409836067,4.692307692307692,1.6604626082306477
0.2213114754098361,4.518518518518518,1.5657356116436996
0.22950819672131148,4.357142857142857,3.665885131863965
0.2377049180327869,4.206896551724138,2.321674496382153
0.24590163934426232,4.066666666666666,3.711977590949417
0.2540983606557377,3.935483870967742,1.4841291210147827
0.26229508196721313,3.8125,2.054038354253096
0.27049180327868855,3.696969696969697,1.6262290904211778
0.27868852459016397,3.5882352941176467,0.7968842491518646
0.2868852459016394,3.4857142857142853,2.56587484083455
0.29508196721311475,3.388888888888889,0.5051746012973104
0.30327868852459017,3.2972972972972974,1.3355146076114344
0.3114754098360656,3.2105263157894735,1.8464658790596278
0.319672131147541,3.128205128205128,1.6761276788369068
0.3278688524590164,3.05,1.2513501479601117
0.33606557377049184,2.9756097560975605,2.3501502924247673
0.3442622950819672,2.9047619047619047,0.7560664020157624
0.3524590163934426,2.8372093023255816,0.6732209076235869
0.36065573770491804,2.7727272727272725,1.0351932628659937
0.36885245901639346,2.711111111111111,1.8509416789641182
0.3770491803278689,2.652173913043478,2.456588059796054
0.3852459016393443,2.5957446808510634,0.7099313668433813
0.39344262295081966,2.5416666666666665,1.9298328627806058
0.4016393442622951,2.489795918367347,0.911041390530994
0.4098360655737705,2.44,1.1011686749735894
0.4180327868852459,2.392156862745098,1.3544564002626662
0.42622950819672134,2.346153846153846,0.45427457425603535
0.43442622950819676,2.30188679245283,1.7001344758837382
0.4426229508196722,2.259259259259259,0.6579872340275468
0.45081967213114754,2.2181818181818183,1.5334791387136604
0.45901639344262296,2.1785714285714284,0.8466244440147562
0.4672131147540984,2.1403508771929824,0.3405622691384349
0.4754098360655738,2.103448275862069,1.7337576732136797
0.4836065573770492,2.0677966101694913,0.6930973182869378
0.49180327868852464,2.033333333333333,0.8657369433003914
0.5,2.0,0.1852064930846937
0.5081967213114754,1.967741935483871,0.8506079210396343
0.5163934426229508,1.9365079365079365,2.5188068332088056
0.5245901639344263,1.90625,0.5256453126111311
0.5327868852459017,1.8769230769230767,1.2386671050385667
0.5409836065573771,1.8484848484848484,0.4001116075266728
0.5491803278688525,1.8208955223880596,0.7865040099278462
0.5573770491803279,1.7941176470588234,0.17360113011812944
0.5655737704918034,1.7681159420289854,0.49442865046747597
0.5737704918032788,1.7428571428571427,0.47519617834518596
0.5819672131147541,1.7183098591549297,0.9484122432359706
0.5901639344262295,1.6944444444444444,1.327057704737203
0.5983606557377049,1.6712328767123288,0.6812539833560821
0.6065573770491803,1.6486486486486487,0.16592392676084902
0.6147540983606558,1.6266666666666667,1.5366142365320652
0.6229508196721312,1.6052631578947367,1.351453839694466
0.6311475409836066,1.5844155844155843,0.8599770389238176
0.639344262295082,1.564102564102564,1.0333644704643041
0.6475409836065574,1.5443037974683542,0.2970315541497994
0.6557377049180328,1.525,0.4329587754721075
0.6639344262295083,1.5061728395061726,0.7043248983203293
0.6721311475409837,1.4878048780487803,0.6893044424959753
0.6803278688524591,1.469879518072289,0.5032001753430244
0.6885245901639344,1.4523809523809523,0.3890753929660253
0.6967213114754098,1.4352941176470588,0.44625354719555094
0.7049180327868853,1.4186046511627908,1.3123497356437408
0.7131147540983607,1.4022988505747127,0.5896472729665208
0.7213114754098361,1.3863636363636362,1.0984239454797833
0.7295081967213115,1.3707865168539326,0.7120565317228231
0.7377049180327869,1.3555555555555554,0.5779684544787765
0.7459016393442623,1.3406593406593406,0.7795280326754097
0.7540983606557378,1.326086956521739,0.4318004734426094
0.7622950819672132,1.3118279569892473,0.9164764284878321
0.7704918032786886,1.2978723404255317,1.0286424840312849
0.778688524590164,1.2842105263157892,0.206504677836705
0.7868852459016393,1.2708333333333333,0.5504045779216292
0.7950819672131147,1.2577319587628866,0.33145207869080845
0.8032786885245902,1.2448979591836735,0.6858792580569067
0.8114754098360656,1.2323232323232323,0.19977841173073435
0.819672131147541,1.22,0.38101150212990653
0.8278688524590164,1.2079207920792079,0.7468313218480624
0.8360655737704918,1.196078431372549,0.9076165870253559
0.8442622950819673,1.1844660194174756,0.34432780637178545
0.8524590163934427,1.173076923076923,1.1758691970103756
0.8606557377049181,1.1619047619047618,0.4941435742560358
0.8688524590163935,1.150943396226415,0.40566131128335786
0.8770491803278689,1.1401869158878504,0.5609007513208075
0.8852459016393444,1.1296296296296295,0.8123925363281241
0.8934426229508197,1.1192660550458715,0.4964760599319677
0.9016393442622951,1.1090909090909091,0.3755562586562809
0.9098360655737705,1.099099099099099,0.7101996997091862
0.9180327868852459,1.0892857142857142,0.15143630611134132
0.9262295081967213,1.079646017699115,0.3176618205182291
0.9344262295081968,1.0701754385964912,0.4440367385167245
0.9426229508196722,1.0608695652173912,0.17649712819243457
0.9508196721311476,1.0517241379310345,1.0356938526269726
0.959016393442623,1.0427350427350426,0.14190592458278778
0.9672131147540984,1.0338983050847457,1.0656203875257464
0.9754098360655739,1.0252100840336134,0.23548911775972564
0.9836065573770493,1.0166666666666666,0.2866694669952843
0.9918032786885247,1.0082644628099173,0.7351728183121153
1.0,1.0,0.04969106882325751
1.0081967213114755,0.9918699186991868,0.6684915762156073
1.0163934426229508,0.9838709677419355,0.4394861167754149
1.0245901639344264,0.9759999999999999,0.32252479409792684
1.0327868852459017,0.9682539682539683,0.8009880038848542
1.0409836065573772,0.9606299212598424,0.22182408265892184
1.0491803278688525,0.953125,0.70894660421946
1.0573770491803278,0.9457364341085271,0.2338210965562263
1.0655737704918034,0.9384615384615383,0.5816779853406235
1.0737704918032787,0.9312977099236641,0.021264846220443206
1.0819672131147542,0.9242424242424242,0.5610905946967221
1.0901639344262295,0.9172932330827068,0.3027145352531224
1.098360655737705,0.9104477611940298,0.8134826324927714
1.1065573770491803,0.9037037037037037,0.3785752714318413
1.1147540983606559,0.8970588235294117,0.4812259075646938
1.1229508196721312,0.8905109489051095,0.5561768730849959
1.1311475409836067,0.8840579710144927,0.5476005114613353
1.139344262295082,0.8776978417266187,0.5789739718904672
1.1475409836065575,0.8714285714285713,0.3842901158420139
1.1557377049180328,0.8652482269503545,0.479988680159897
1.1639344262295082,0.8591549295774649,0.5252996294023182
1.1721311475409837,0.8531468531468531,0.2561017696641464
1.180327868852459,0.8472222222222222,0.437983184185832
1.1885245901639345,0.8413793103448275,0.35304405744184203
1.1967213114754098,0.8356164383561644,0.19037770047789151
1.2049180327868854,0.8299319727891156,0.2766497941809827
1.2131147540983607,0.8243243243243243,0.6237419674298489
1.2213114754098362,0.8187919463087248,0.6937554864131525
1.2295081967213115,0.8133333333333334,0.3375360622224063
1.237704918032787,0.8079470198675496,0.5662808827492466
1.2459016393442623,0.8026315789473684,0.09411637579448665
1.2540983606557379,0.7973856209150326,0.34185765496773324
1.2622950819672132,0.7922077922077921,0.5320647179640808
1.2704918032786885,0.7870967741935484,0.5019603456821599
1.278688524590164,0.782051282051282,0.1709070351165248
1.2868852459016393,0.7770700636942676,0.7227988414549108
1.2950819672131149,0.7721518987341771,0.16413476149777426
1.3032786885245902,0.7672955974842768,0.24317703077007052
1.3114754098360657,0.7625,0.13183231964591557
1.319672131147541,0.7577639751552795,0.4257909552892205
1.3278688524590165,0.7530864197530863,0.3981462517396943
1.3360655737704918,0.7484662576687117,0.17806188839827705
1.3442622950819674,0.7439024390243901,0.5921017681076988
1.3524590163934427,0.7393939393939394,0.4097913899587795
